Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,,,,,,,,,,,,,,,
19,58978760,58980093,chr19-58978760-58980093,Stable,Closing,Closing,23,Eno4,-35335,,,,,,,,,,,,,,,,,,,,,,,,,,
10,75107069,75107570,chr10-75107069-75107570,Stable,Stable,Closing,26,Rab36,-70011,,,Gnaz,-139892,,,,,,,,,,,,,,,,,,,,,,
7,28587606,28588107,chr7-28587606-28588107,Stable,Closing,Closing,23,Sirt2,178628,,,,,,,,,,,,,,,,,,,,,,,,,,
4,117202168,117202949,chr4-117202168-117202949,Stable,Stable,Closing,26,Armh1,10385,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74748753,74749755,chr1-74748753-74749755,Stable,Closing,Closing,23,Stk36,-147308,,,,,,,,,,,,,,,,,,,,,,,,,,
8,60773360,60773861,chr8-60773360-60773861,Stable,Closing,Closing,23,Nek1,219334,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122940469,122940970,chr7-122940469-122940970,Stable,Closing,Closing,23,Rbbp6,24716,,,,,,,,,,,,,,,,,,,,,,,,,,
12,73786829,73787330,chr12-73786829-73787330,Stable,Closing,Closing,23,Syt16,210331,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4863607,4864108,chr12-4863607-4864108,Stable,Closing,Closing,23,Pfn4,-94585,,,,,,,,,,,,,,,,,,,,,,,,,,
15,84662894,84663395,chr15-84662894-84663395,Stable,Closing,Closing,23,Phf21b,121986,,,,,,,,,,,,,,,,,,,,,,,,,,
6,91076131,91076632,chr6-91076131-91076632,Stable,Closing,Closing,23,Hdac11,80033,,,,,,,,,,,,,,,,,,,,,,,,,,
1,133302452,133302953,chr1-133302452-133302953,Stable,Closing,Closing,23,Plekha6,-138242,,,,,,,,,,,,,,,,,,,,,,,,,,
2,152179901,152180853,chr2-152179901-152180853,Stable,Closing,Closing,23,6820408C15Rik,234734,,,,,,,,,,,,,,,,,,,,,,,,,,
2,158248182,158248683,chr2-158248182-158248683,Stable,Stable,Closing,26,Snhg11,126955,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48225142,48225763,chr4-48225142-48225763,Stable,Stable,Closing,26,Nr4a3,-179989,,,,,,,,,,,,,,,,,,,,,,,,,,
1,195033889,195034390,chr1-195033889-195034390,Stable,Closing,Closing,23,Cd46,2436,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120866201,120866702,chr4-120866201-120866702,Stable,Stable,Closing,26,Rims3,-11385,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3388519,3389287,chr15-3388519-3389287,Stable,Closing,Closing,23,Selenop,-119972,,,,,,,,,,,,,,,,,,,,,,,,,,
5,76928067,76928568,chr5-76928067-76928568,Stable,Stable,Closing,26,Aasdh,-54408,,,Hopx,158420,,,,,,,,,,,,,,,,,,,,,,
8,41014974,41015867,chr8-41014974-41015867,Stable,Closing,Closing,23,Slc7a2,-152578,,,,,,,,,,,,,,,,,,,,,,,,,,
14,70191925,70192426,chr14-70191925-70192426,Stable,Stable,Closing,26,Ccar2,-53761,,,,,,,,,,,,,,,,,,,,,,,,,,
7,29424697,29425198,chr7-29424697-29425198,Stable,Closing,Closing,23,Spint2,-168374,,,,,,,,,,,,,,,,,,,,,,,,,,
15,71702841,71703342,chr15-71702841-71703342,Stable,Closing,Closing,23,Col22a1,92453,,,,,,,,,,,,,,,,,,,,,,,,,,
3,84048647,84049148,chr3-84048647-84049148,Stable,Closing,Closing,23,Trim2,111291,,,,,,,,,,,,,,,,,,,,,,,,,,
17,31384837,31385338,chr17-31384837-31385338,Stable,Closing,Closing,23,Rsph1,-129818,,,,,,,,,,,,,,,,,,,,,,,,,,
3,126831394,126831895,chr3-126831394-126831895,Stable,Closing,Closing,23,Ank2,89717,,,,,,,,,,,,,,,,,,,,,,,,,,
5,52916066,52916567,chr5-52916066-52916567,Stable,Closing,Closing,23,Sel1l3,190516,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48586173,48586674,chr4-48586173-48586674,Stable,Stable,Closing,26,Tmeff1,-999,,,,,,,,,,,,,,,,,,,,,,,,,,
11,49877424,49877925,chr11-49877424-49877925,Stable,Closing,Closing,23,Rnf130,147421,,,,,,,,,,,,,,,,,,,,,,,,,,
3,96427342,96428347,chr3-96427342-96428347,Stable,Closing,Closing,23,Txnip,129610,,,Hist2h3c2,-189234,Sv2a,-246191,,,,,,,,,,,,,,,,,,,,
6,90359440,90359941,chr6-90359440-90359941,Stable,Closing,Closing,23,Cfap100,43538,,,,,,,,,,,,,,,,,,,,,,,,,,
15,88863785,88864286,chr15-88863785-88864286,Stable,Closing,Closing,23,Mlc1,91598,,,,,,,,,,,,,,,,,,,,,,,,,,
1,154156441,154156942,chr1-154156441-154156942,Stable,Closing,Closing,23,Cacna1e,233789,,,,,,,,,,,,,,,,,,,,,,,,,,
13,104959693,104960194,chr13-104959693-104960194,Stable,Closing,Closing,23,Rnf180,169807,,,,,,,,,,,,,,,,,,,,,,,,,,
7,127691512,127692013,chr7-127691512-127692013,Stable,Closing,Closing,23,Stx1b,111887,,,,,,,,,,,,,,,,,,,,,,,,,,
4,150798721,150799222,chr4-150798721-150799222,Stable,Closing,Closing,23,Camta1,118100,,,Slc45a1,-170149,,,,,,,,,,,,,,,,,,,,,,
5,21271196,21272363,chr5-21271196-21272363,Stable,Stable,Closing,26,Fgl2,100279,,,Fbxl13,211484,,,,,,,,,,,,,,,,,,,,,,
13,99238455,99239424,chr13-99238455-99239424,Stable,Closing,Closing,23,Map1b,182022,,,,,,,,,,,,,,,,,,,,,,,,,,
6,91212524,91213252,chr6-91212524-91213252,Stable,Stable,Closing,26,Hdac11,-55859,,,Wnt7a,150729,,,,,,,,,,,,,,,,,,,,,,
1,186893927,186894428,chr1-186893927-186894428,Stable,Closing,Closing,23,Spata17,150220,,,,,,,,,,,,,,,,,,,,,,,,,,
4,130629294,130629795,chr4-130629294-130629795,Stable,Stable,Closing,26,Sdc3,162742,,,,,,,,,,,,,,,,,,,,,,,,,,
4,95915792,95916493,chr4-95915792-95916493,Stable,Stable,Closing,26,Hook1,50747,,,,,,,,,,,,,,,,,,,,,,,,,,
2,122809026,122809527,chr2-122809026-122809527,Stable,Closing,Closing,23,Gatm,-214559,,,,,,,,,,,,,,,,,,,,,,,,,,
12,55443098,55443599,chr12-55443098-55443599,Stable,Stable,Closing,26,Ralgapa1,159297,,,,,,,,,,,,,,,,,,,,,,,,,,
3,116113716,116114822,chr3-116113716-116114822,Stable,Closing,Closing,23,Gpr88,134832,,,,,,,,,,,,,,,,,,,,,,,,,,
6,56310190,56310856,chr6-56310190-56310856,Stable,Closing,Closing,23,Pde1c,-240386,,,,,,,,,,,,,,,,,,,,,,,,,,
1,174701844,174702345,chr1-174701844-174702345,Stable,Closing,Closing,23,Fmn2,-200019,,,,,,,,,,,,,,,,,,,,,,,,,,
10,127189974,127190475,chr10-127189974-127190475,Stable,Closing,Closing,23,Kif5a,35221,,,Agap2,-114690,9-Mar,-134963,,,,,,,,,,,,,,,,,,,,
11,36036310,36036811,chr11-36036310-36036811,Stable,Stable,Closing,26,Tenm2,-29654,,,,,,,,,,,,,,,,,,,,,,,,,,
19,42021611,42022112,chr19-42021611-42022112,Stable,Stable,Closing,26,Morn4,52827,,,,,,,,,,,,,,,,,,,,,,,,,,
17,80886048,80886738,chr17-80886048-80886738,Stable,Closing,Closing,23,Tmem178,57894,,,,,,,,,,,,,,,,,,,,,,,,,,
7,47000594,47001095,chr7-47000594-47001095,Stable,Closing,Closing,23,Ptpn5,76700,,,Tsg101,-111645,,,,,,,,,,,,,,,,,,,,,,
8,117465228,117465729,chr8-117465228-117465729,Stable,Stable,Closing,26,Plcg2,32562,,,,,,,,,,,,,,,,,,,,,,,,,,
15,97773040,97773541,chr15-97773040-97773541,Stable,Closing,Closing,23,Col2a1,202061,,,,,,,,,,,,,,,,,,,,,,,,,,
5,139409327,139409828,chr5-139409327-139409828,Stable,Stable,Closing,26,Gpr146,-31630,,,,,,,,,,,,,,,,,,,,,,,,,,
15,78927377,78928351,chr15-78927377-78928351,Stable,Stable,Closing,26,Mfng,-171495,,,1700088E04Rik,200998,,,,,,,,,,,,,,,,,,,,,,
5,118380577,118381561,chr5-118380577-118381561,Stable,Stable,Closing,26,Hrk,-215929,,,,,,,,,,,,,,,,,,,,,,,,,,
2,179979692,179980193,chr2-179979692-179980193,Stable,Closing,Closing,23,Ss18l1,62316,,,,,,,,,,,,,,,,,,,,,,,,,,
4,155133897,155134398,chr4-155133897-155134398,Stable,Closing,Closing,23,Morn1,-47320,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102510989,102511562,chr4-102510989-102511562,Stable,Stable,Closing,26,Sgip1,229735,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34622788,34623610,chr6-34622788-34623610,Stable,Closing,Closing,23,Cyren,248161,,,,,,,,,,,,,,,,,,,,,,,,,,
3,88983933,88984434,chr3-88983933-88984434,Stable,Stable,Closing,26,Hcn3,161640,,,Syt11,-239233,,,,,,,,,,,,,,,,,,,,,,
7,45313063,45313564,chr7-45313063-45313564,Stable,Stable,Closing,26,Ppfia3,25558,,,,,,,,,,,,,,,,,,,,,,,,,,
16,66643525,66644026,chr16-66643525-66644026,Stable,Closing,Closing,23,Cadm2,11395,,,,,,,,,,,,,,,,,,,,,,,,,,
9,37054023,37054524,chr9-37054023-37054524,Stable,Stable,Closing,26,Fez1,-232159,,,,,,,,,,,,,,,,,,,,,,,,,,
10,128344836,128345337,chr10-128344836-128345337,Stable,Closing,Closing,23,Stat2,-74277,,,,,,,,,,,,,,,,,,,,,,,,,,
11,117128052,117128553,chr11-117128052-117128553,Stable,Closing,Closing,23,Mgat5b,-209189,,,,,,,,,,,,,,,,,,,,,,,,,,
5,100259277,100259778,chr5-100259277-100259778,Stable,Stable,Closing,26,Tmem150c,-181405,,,,,,,,,,,,,,,,,,,,,,,,,,
5,67473237,67474073,chr5-67473237-67474073,Stable,Closing,Closing,23,Shisa3,133809,,,Atp8a1,144067,,,,,,,,,,,,,,,,,,,,,,
13,25083105,25084021,chr13-25083105-25084021,Stable,Closing,Closing,23,Dcdc2a,-27101,,,,,,,,,,,,,,,,,,,,,,,,,,
4,45798816,45799317,chr4-45798816-45799317,Stable,Closing,Closing,23,Igfbpl1,10151,,,,,,,,,,,,,,,,,,,,,,,,,,
5,118413359,118413860,chr5-118413359-118413860,Stable,Stable,Closing,26,Hrk,-248711,,,,,,,,,,,,,,,,,,,,,,,,,,
5,108448629,108449130,chr5-108448629-108449130,Stable,Closing,Closing,23,Cplx1,69424,,,,,,,,,,,,,,,,,,,,,,,,,,
3,122130671,122131172,chr3-122130671-122131172,Stable,Closing,Closing,23,Bcar3,162964,,,,,,,,,,,,,,,,,,,,,,,,,,
1,172501240,172502302,chr1-172501240-172502302,Stable,Closing,Closing,23,Cfap45,18499,,,,,,,,,,,,,,,,,,,,,,,,,,
9,121061867,121062517,chr9-121061867-121062517,Stable,Closing,Closing,23,Ulk4,-106516,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8806316,8806817,chr15-8806316-8806817,Stable,Closing,Closing,23,Slc1a3,-172192,,,,,,,,,,,,,,,,,,,,,,,,,,
5,122621327,122621828,chr5-122621327-122621828,Stable,Closing,Closing,23,Ift81,-71123,,,,,,,,,,,,,,,,,,,,,,,,,,
4,106908970,106909731,chr4-106908970-106909731,Stable,Stable,Closing,26,Acot11,-164415,,,,,,,,,,,,,,,,,,,,,,,,,,
7,100178431,100179078,chr7-100178431-100179078,Stable,Stable,Closing,26,Pgm2l1,48316,,,,,,,,,,,,,,,,,,,,,,,,,,
11,113733457,113734184,chr11-113733457-113734184,Stable,Stable,Closing,26,Sstr2,-114115,,,,,,,,,,,,,,,,,,,,,,,,,,
11,80565540,80566041,chr11-80565540-80566041,Stable,Stable,Closing,26,Cdk5r1,-88517,,,,,,,,,,,,,,,,,,,,,,,,,,
14,79503387,79503888,chr14-79503387-79503888,Stable,Closing,Closing,23,Cnmd,133802,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4164232,4164733,chr7-4164232-4164733,Stable,Closing,Closing,23,Ttyh1,-44824,,,,,,,,,,,,,,,,,,,,,,,,,,
4,119247284,119248141,chr4-119247284-119248141,Stable,Stable,Closing,26,Ccdc30,74325,,,Rimkla,217142,,,,,,,,,,,,,,,,,,,,,,
8,57328431,57328932,chr8-57328431-57328932,Stable,Stable,Closing,26,Scrg1,126991,,,,,,,,,,,,,,,,,,,,,,,,,,
7,100288106,100288607,chr7-100288106-100288607,Stable,Closing,Closing,23,Pgm2l1,-60712,,,Dnajb13,213109,,,,,,,,,,,,,,,,,,,,,,
14,54443301,54444000,chr14-54443301-54444000,Stable,Stable,Closing,26,Rem2,32100,,,,,,,,,,,,,,,,,,,,,,,,,,
8,119992176,119992677,chr8-119992176-119992677,Stable,Stable,Closing,26,6430548M08Rik,121475,,,Fam92b,173720,,,,,,,,,,,,,,,,,,,,,,
10,34247389,34247890,chr10-34247389-34247890,Stable,Stable,Closing,26,Tspyl4,49552,,,,,,,,,,,,,,,,,,,,,,,,,,
19,23987275,23987776,chr19-23987275-23987776,Stable,Stable,Closing,26,Fam189a2,-14525,,,Apba1,-228388,,,,,,,,,,,,,,,,,,,,,,
17,5323867,5325042,chr17-5323867-5325042,Stable,Stable,Closing,26,Zdhhc14,167515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28633062,28633563,chr6-28633062-28633563,Stable,Stable,Closing,26,Lrrc4,28268,,,,,,,,,,,,,,,,,,,,,,,,,,
15,97825050,97825551,chr15-97825050-97825551,Stable,Closing,Closing,23,Col2a1,150051,,,,,,,,,,,,,,,,,,,,,,,,,,
4,62660435,62660936,chr4-62660435-62660936,Stable,Closing,Closing,23,Wdr31,-211782,,,,,,,,,,,,,,,,,,,,,,,,,,
15,97914258,97914759,chr15-97914258-97914759,Stable,Closing,Closing,23,Col2a1,60843,,,,,,,,,,,,,,,,,,,,,,,,,,
18,47304395,47305230,chr18-47304395-47305230,Stable,Closing,Closing,23,Sema6a,-68797,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5802881,5803546,chr6-5802881-5803546,Stable,Closing,Closing,23,Dync1i1,-77242,,,,,,,,,,,,,,,,,,,,,,,,,,
1,153308404,153309276,chr1-153308404-153309276,Stable,Stable,Closing,26,Npl,193739,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15732038,15732539,chr9-15732038-15732539,Stable,Stable,Closing,26,Deup1,-172174,,,,,,,,,,,,,,,,,,,,,,,,,,
14,73388476,73388977,chr14-73388476-73388977,Stable,Closing,Closing,23,Itm2b,-26250,,,,,,,,,,,,,,,,,,,,,,,,,,
8,70504317,70505159,chr8-70504317-70505159,Stable,Stable,Closing,26,Tmem59l,-20450,,,,,,,,,,,,,,,,,,,,,,,,,,
5,120812339,120812840,chr5-120812339-120812840,Stable,Closing,Closing,23,Dtx1,-132137,,,,,,,,,,,,,,,,,,,,,,,,,,
15,97832112,97832613,chr15-97832112-97832613,Stable,Closing,Closing,23,Col2a1,142989,,,,,,,,,,,,,,,,,,,,,,,,,,
1,93210233,93210734,chr1-93210233-93210734,Stable,Stable,Closing,26,Crocc2,-41508,,,Kif1a,-194769,,,,,,,,,,,,,,,,,,,,,,
9,41876862,41877686,chr9-41876862-41877686,Stable,Stable,Closing,26,Sorl1,87034,,,,,,,,,,,,,,,,,,,,,,,,,,
13,42549034,42549535,chr13-42549034-42549535,Stable,Closing,Closing,23,Phactr1,131088,,,,,,,,,,,,,,,,,,,,,,,,,,
7,122955443,122955944,chr7-122955443-122955944,Stable,Closing,Closing,23,Rbbp6,9742,,,,,,,,,,,,,,,,,,,,,,,,,,
5,114356614,114357115,chr5-114356614-114357115,Stable,Stable,Closing,26,Fam222a,210901,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69610969,69611470,chr1-69610969-69611470,Stable,Closing,Closing,23,Spag16,215500,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34149764,34150896,chr10-34149764-34150896,Stable,Closing,Closing,23,Tspyl4,146546,,,Rsph4a,-244653,,,,,,,,,,,,,,,,,,,,,,
2,152739452,152739953,chr2-152739452-152739953,Stable,Stable,Closing,26,Ttll9,222532,,,,,,,,,,,,,,,,,,,,,,,,,,
8,54610239,54610740,chr8-54610239-54610740,Stable,Closing,Closing,23,Wdr17,18315,,,,,,,,,,,,,,,,,,,,,,,,,,
10,97479277,97479778,chr10-97479277-97479778,Stable,Closing,Closing,23,Dcn,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,72753627,72754128,chr9-72753627-72754128,Stable,Stable,Closing,26,Dnaaf4,204657,,,Ccpg1os,225594,,,,,,,,,,,,,,,,,,,,,,
13,91824849,91825474,chr13-91824849-91825474,Stable,Stable,Closing,26,Rasgrf2,54926,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126760023,126760851,chr7-126760023-126760851,Stable,Stable,Closing,26,Sez6l2,189712,,,,,,,,,,,,,,,,,,,,,,,,,,
2,58711909,58712410,chr2-58711909-58712410,Stable,Closing,Closing,23,Ccdc148,108660,,,,,,,,,,,,,,,,,,,,,,,,,,
11,69096899,69097631,chr11-69096899-69097631,Stable,Stable,Closing,26,Rnf227,242830,,,,,,,,,,,,,,,,,,,,,,,,,,
3,81058504,81059005,chr3-81058504-81059005,Stable,Closing,Closing,23,Glrb,-214905,,,,,,,,,,,,,,,,,,,,,,,,,,
5,53041996,53042497,chr5-53041996-53042497,Stable,Closing,Closing,23,Sel1l3,64586,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5071726,5072227,chr19-5071726-5072227,Stable,Stable,Closing,26,Bbs1,-184848,,,,,,,,,,,,,,,,,,,,,,,,,,
16,31508921,31509422,chr16-31508921-31509422,Stable,Stable,Closing,26,Bdh1,-86641,,,,,,,,,,,,,,,,,,,,,,,,,,
15,95804148,95804649,chr15-95804148-95804649,Stable,Closing,Closing,23,Dbx2,-180585,,,,,,,,,,,,,,,,,,,,,,,,,,
5,104201493,104201994,chr5-104201493-104201994,Stable,Closing,Closing,23,Sparcl1,-122382,,,,,,,,,,,,,,,,,,,,,,,,,,
18,77511852,77512353,chr18-77511852-77512353,Stable,Closing,Closing,23,Rnf165,-55742,,,,,,,,,,,,,,,,,,,,,,,,,,
1,153740109,153740610,chr1-153740109-153740610,Stable,Stable,Closing,26,Rnasel,8816,,,Npl,-237094,,,,,,,,,,,,,,,,,,,,,,
4,33289979,33290480,chr4-33289979-33290480,Stable,Stable,Closing,26,Srsf12,-80988,,,,,,,,,,,,,,,,,,,,,,,,,,
8,33211660,33212161,chr8-33211660-33212161,Stable,Closing,Closing,23,Purg,174164,,,,,,,,,,,,,,,,,,,,,,,,,,
15,89179039,89180178,chr15-89179039-89180178,Stable,Closing,Closing,23,Mlc1,-223155,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30392348,30392849,chr3-30392348-30392849,Stable,Closing,Closing,23,Lrrc34,231418,,,,,,,,,,,,,,,,,,,,,,,,,,
1,172500141,172500642,chr1-172500141-172500642,Stable,Closing,Closing,23,Cfap45,20159,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49205465,49205966,chr13-49205465-49205966,Stable,Stable,Closing,26,Wnk2,-169162,,,,,,,,,,,,,,,,,,,,,,,,,,
8,72136463,72136964,chr8-72136463-72136964,Stable,Stable,Closing,26,Ccnb2-ps,-219907,,,Zfp882,-227855,,,,,,,,,,,,,,,,,,,,,,
3,63823833,63824334,chr3-63823833-63824334,Stable,Closing,Closing,23,Plch1,-127599,,,,,,,,,,,,,,,,,,,,,,,,,,
8,117290506,117291007,chr8-117290506-117291007,Stable,Closing,Closing,23,Plcg2,207284,,,,,,,,,,,,,,,,,,,,,,,,,,
13,81640817,81641318,chr13-81640817-81641318,Stable,Closing,Closing,23,Mblac2,70023,,,,,,,,,,,,,,,,,,,,,,,,,,
18,35873265,35874020,chr18-35873265-35874020,Stable,Closing,Closing,23,Psd2,90810,,,,,,,,,,,,,,,,,,,,,,,,,,
11,46290886,46291387,chr11-46290886-46291387,Stable,Closing,Closing,23,Cyfip2,-97036,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124700204,124701146,chr4-124700204-124701146,Stable,Stable,Closing,26,Pou3f1,-43397,,,Maneal,154093,,,,,,,,,,,,,,,,,,,,,,
16,31591997,31592571,chr16-31591997-31592571,Stable,Stable,Closing,26,Bdh1,-169717,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39761723,39762332,chr1-39761723-39762332,Stable,Stable,Closing,26,Creg2,-143317,,,,,,,,,,,,,,,,,,,,,,,,,,
4,95037925,95038426,chr4-95037925-95038426,Stable,Stable,Closing,26,Jun,10608,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66164513,66165014,chr1-66164513-66165014,Stable,Closing,Closing,23,Map2,10259,,,,,,,,,,,,,,,,,,,,,,,,,,
1,155093457,155093958,chr1-155093457-155093958,Stable,Closing,Closing,23,Xpr1,181743,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17809674,17810175,chr16-17809674-17810175,Stable,Stable,Closing,26,P2rx6,-247789,,,,,,,,,,,,,,,,,,,,,,,,,,
11,54067963,54069467,chr11-54067963-54069467,Stable,Stable,Closing,26,Acsl6,234331,,,,,,,,,,,,,,,,,,,,,,,,,,
13,119602868,119603369,chr13-119602868-119603369,Stable,Stable,Closing,26,Nim1k,106725,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21008719,21009220,chr1-21008719-21009220,Stable,Closing,Closing,23,Efhc1,-57093,,,,,,,,,,,,,,,,,,,,,,,,,,
11,119392954,119393455,chr11-119392954-119393455,Stable,Stable,Closing,26,Ccdc40,-164382,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48965512,48966226,chr13-48965512-48966226,Stable,Stable,Closing,26,Wnk2,70077,,,,,,,,,,,,,,,,,,,,,,,,,,
5,139343966,139344467,chr5-139343966-139344467,Stable,Stable,Closing,26,Gpr146,33230,,,,,,,,,,,,,,,,,,,,,,,,,,
8,70593810,70594854,chr8-70593810-70594854,Stable,Stable,Closing,26,Tmem59l,-109943,,,,,,,,,,,,,,,,,,,,,,,,,,
15,78926116,78926617,chr15-78926116-78926617,Stable,Closing,Closing,23,Mfng,-170234,,,1700088E04Rik,202732,,,,,,,,,,,,,,,,,,,,,,
8,22784416,22784917,chr8-22784416-22784917,Stable,Closing,Closing,23,Ap3m2,2437,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14842286,14842787,chr9-14842286-14842787,Stable,Closing,Closing,23,Panx1,159341,,,,,,,,,,,,,,,,,,,,,,,,,,
9,108832333,108832834,chr9-108832333-108832834,Stable,Closing,Closing,23,Celsr3,-6013,,,,,,,,,,,,,,,,,,,,,,,,,,
15,78581299,78582280,chr15-78581299-78582280,Stable,Stable,Closing,26,Mfng,173602,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21175283,21175949,chr5-21175283-21175949,Stable,Closing,Closing,23,Fgl2,196693,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16215633,16216134,chr16-16215633-16216134,Stable,Closing,Closing,23,Fgd4,200783,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4776663,4777879,chr7-4776663-4777879,Stable,Stable,Closing,26,Shisa7,47673,,,,,,,,,,,,,,,,,,,,,,,,,,
8,120276205,120277243,chr8-120276205-120277243,Stable,Stable,Closing,26,Fam92b,-109808,,,6430548M08Rik,-162053,,,,,,,,,,,,,,,,,,,,,,
19,9071420,9071921,chr19-9071420-9071921,Stable,Closing,Closing,23,Asrgl1,37947,,,Gng3,-234487,,,,,,,,,,,,,,,,,,,,,,
6,114888868,114889369,chr6-114888868-114889369,Stable,Stable,Closing,26,Syn2,245533,,,,,,,,,,,,,,,,,,,,,,,,,,
2,152410958,152411459,chr2-152410958-152411459,Stable,Stable,Closing,26,6820408C15Rik,4128,,,,,,,,,,,,,,,,,,,,,,,,,,
1,134099095,134099596,chr1-134099095-134099596,Stable,Closing,Closing,23,Adora1,99627,,,,,,,,,,,,,,,,,,,,,,,,,,
7,123097989,123098490,chr7-123097989-123098490,Stable,Stable,Closing,26,Rbbp6,-132303,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126556841,126557342,chr4-126556841-126557342,Stable,Stable,Closing,26,Ago4,-67300,,,,,,,,,,,,,,,,,,,,,,,,,,
9,107635264,107635765,chr9-107635264-107635765,Stable,Stable,Closing,26,Zmynd10,-87966,,,,,,,,,,,,,,,,,,,,,,,,,,
7,44848551,44850357,chr7-44848551-44850357,Stable,Opening,Opening,19,Myh14,-242748,,,,,,,,,,,,,,,,,,,,,,,,,,
2,180171213,180171714,chr2-180171213-180171714,Stable,Stable,Opening,25,Ss18l1,-128704,,,,,,,,,,,,,,,,,,,,,,,,,,
9,105494744,105495431,chr9-105494744-105495431,Stable,Stable,Opening,25,Col6a6,192378,,,,,,,,,,,,,,,,,,,,,,,,,,
9,22002538,22003039,chr9-22002538-22003039,Stable,Opening,Opening,19,Elavl3,11966,,,,,,,,,,,,,,,,,,,,,,,,,,
6,71632763,71633472,chr6-71632763-71633472,Stable,Opening,Opening,19,Reep1,74089,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48042832,48043723,chr4-48042832-48043723,Stable,Opening,Opening,19,Nr4a3,1430,,,,,,,,,,,,,,,,,,,,,,,,,,
8,72548164,72548665,chr8-72548164-72548665,Stable,Opening,Opening,19,Nwd1,98046,,,,,,,,,,,,,,,,,,,,,,,,,,
13,58127933,58129346,chr13-58127933-58129346,Stable,Stable,Opening,25,Kif27,158156,,,,,,,,,,,,,,,,,,,,,,,,,,
7,28168204,28170102,chr7-28168204-28170102,Stable,Opening,Opening,19,Dll3,123451,,,,,,,,,,,,,,,,,,,,,,,,,,
3,97767886,97768387,chr3-97767886-97768387,Stable,Stable,Opening,25,Pde4dip,-78062,,,,,,,,,,,,,,,,,,,,,,,,,,
1,136624472,136624973,chr1-136624472-136624973,Stable,Opening,Opening,19,Nr5a2,217598,,,,,,,,,,,,,,,,,,,,,,,,,,
12,70347159,70347660,chr12-70347159-70347660,Stable,Stable,Opening,25,Trim9,-102626,,,Pygl,-156348,,,,,,,,,,,,,,,,,,,,,,
8,4252956,4253457,chr8-4252956-4253457,Stable,Opening,Opening,19,Elavl1,31925,,,Prr36,-43413,,,,,,,,,,,,,,,,,,,,,,
7,28741707,28742348,chr7-28741707-28742348,Stable,Opening,Opening,19,Sirt2,24387,,,,,,,,,,,,,,,,,,,,,,,,,,
4,119232589,119233090,chr4-119232589-119233090,Stable,Stable,Opening,25,Ccdc30,89376,,,Rimkla,232193,,,,,,,,,,,,,,,,,,,,,,
4,148038717,148039218,chr4-148038717-148039218,Stable,Stable,Opening,25,Draxin,59219,,,Fbxo2,121403,Disp3,201046,,,,,,,,,,,,,,,,,,,,
1,160194892,160195393,chr1-160194892-160195393,Stable,Opening,Opening,19,Rabgap1l,23781,,,,,,,,,,,,,,,,,,,,,,,,,,
11,46436757,46437258,chr11-46436757-46437258,Stable,Stable,Opening,25,Cyfip2,-242907,,,,,,,,,,,,,,,,,,,,,,,,,,
12,73907479,73908355,chr12-73907479-73908355,Stable,Stable,Opening,25,Syt16,89306,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35118836,35119337,chr7-35118836-35119337,Stable,Stable,Opening,25,Cebpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,
