Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
9,7603305,7603892,chr9-7603305-7603892,Stable,Stable,Stable,27,Birc3,244807,,,,,,,,,,
4,119105617,119106118,chr4-119105617-119106118,Stable,Stable,Stable,27,Ppih,193892,,,,,,,,,,
1,33683297,33683798,chr1-33683297-33683798,Stable,Closing,Stable,24,Prim2,-229487,,,,,,,,,,
9,67081633,67082134,chr9-67081633-67082134,Stable,Stable,Stable,27,Tpm1,-59043,,,,,,,,,,
11,79200505,79201006,chr11-79200505-79201006,Stable,Closing,Stable,24,Wsb1,38366,,,Lgals9,-237531,,,,,,
19,10258382,10258967,chr19-10258382-10258967,Stable,Opening,Stable,21,Fen1,-59250,,,,,,,,,,
15,100599924,100600425,chr15-100599924-100600425,Stable,Stable,Stable,27,Cela1,73996,,,,,,,,,,
13,97249626,97250127,chr13-97249626-97250127,Stable,Closing,Stable,24,Nsa2,-120202,,,,,,,,,,
15,86066765,86067266,chr15-86066765-86067266,Stable,Closing,Stable,24,Gtse1,-207020,,,,,,,,,,
18,35771144,35771645,chr18-35771144-35771645,Stable,Opening,Stable,21,Ecscr,-58058,,,Dnajc18,-100041,,,,,,
5,105293583,105294084,chr5-105293583-105294084,Stable,Stable,Stable,27,Gbp9,-215953,,,,,,,,,,
2,30601042,30601659,chr2-30601042-30601659,Stable,Closing,Stable,24,Ier5l,-129505,,,,,,,,,,
4,108579157,108579658,chr4-108579157-108579658,Stable,Opening,Stable,21,Gpx7,-178767,,,,,,,,,,
4,127125779,127126280,chr4-127125779-127126280,Stable,Closing,Stable,24,Gjb5,228529,,,,,,,,,,
7,44895700,44896201,chr7-44895700-44896201,Stable,Opening,Stable,21,Rps11,226178,,,Rpl13a,229357,,,,,,
9,24502481,24503832,chr9-24502481-24503832,Stable,Stable,Stable,27,Tbx20,214306,,,,,,,,,,
2,35277604,35278105,chr2-35277604-35278105,Stable,Stable,Stable,27,Ggta1,122074,,,,,,,,,,
2,35270396,35270897,chr2-35270396-35270897,Stable,Stable,Stable,27,Ggta1,129282,,,,,,,,,,
5,151650988,151651489,chr5-151650988-151651489,Stable,Opening,Stable,21,Rfc3,-8232,,,,,,,,,,
3,144643385,144643886,chr3-144643385-144643886,Stable,Stable,Stable,27,Clca3a1,85791,,,,,,,,,,
9,114881812,114882313,chr9-114881812-114882313,Stable,Closing,Stable,24,Cmtm7,-124976,,,,,,,,,,
10,4339023,4339524,chr10-4339023-4339524,Stable,Closing,Stable,24,Akap12,-72643,,,,,,,,,,
15,84975682,84976183,chr15-84975682-84976183,Stable,Stable,Stable,27,Fbln1,229766,,,,,,,,,,
5,146818785,146819490,chr5-146818785-146819490,Stable,Stable,Stable,27,Rpl21,13400,,,,,,,,,,
19,10195234,10195735,chr19-10195234-10195735,Stable,Stable,Stable,27,Fen1,3397,,,,,,,,,,
9,30966660,30967161,chr9-30966660-30967161,Stable,Closing,Stable,24,St14,122241,,,,,,,,,,
17,27565446,27565947,chr17-27565446-27565947,Stable,Stable,Stable,27,Rps10,64471,,,,,,,,,,
13,73835685,73836186,chr13-73835685-73836186,Stable,Stable,Stable,27,Trip13,75161,,,,,,,,,,
4,46489055,46489556,chr4-46489055-46489556,Stable,Stable,Stable,27,Tbc1d2,114834,,,,,,,,,,
2,121448579,121449531,chr2-121448579-121449531,Stable,Stable,Stable,27,Serf2,0,,,,,,,,,,
3,108033145,108033646,chr3-108033145-108033646,Stable,Stable,Stable,27,Gstm2,-51443,,,,,,,,,,
3,88376119,88376620,chr3-88376119-88376620,Stable,Stable,Stable,27,Mex3a,155775,,,,,,,,,,
8,104405506,104406007,chr8-104405506-104406007,Stable,Stable,Stable,27,Cmtm3,-66096,,,,,,,,,,
13,110394581,110395082,chr13-110394581-110395082,Stable,Opening,Stable,21,Plk2,0,,,,,,,,,,
4,137707158,137708084,chr4-137707158-137708084,Stable,Opening,Stable,21,Hspg2,-238389,,,,,,,,,,
4,63853674,63854175,chr4-63853674-63854175,Stable,Stable,Stable,27,Tnc,105610,,,,,,,,,,
13,53088408,53088909,chr13-53088408-53088909,Stable,Stable,Stable,27,Ror2,20403,,,,,,,,,,
2,30285948,30286803,chr2-30285948-30286803,Stable,Stable,Stable,27,Ier5l,184734,,,Pkn3,-208264,,,,,,
19,10134657,10135158,chr19-10134657-10135158,Stable,Closing,Stable,24,Fen1,63974,,,,,,,,,,
16,46296220,46296924,chr16-46296220-46296924,Stable,Stable,Stable,27,Gm4737,-143235,,,,,,,,,,
1,163898187,163898688,chr1-163898187-163898688,Stable,Closing,Stable,24,BC055324,47305,,,Kifap3,-118604,,,,,,
16,30387792,30388471,chr16-30387792-30388471,Stable,Opening,Stable,21,Lrrc15,-118490,,,,,,,,,,
13,73907574,73908075,chr13-73907574-73908075,Stable,Opening,Stable,21,Trip13,3272,,,,,,,,,,
15,34330937,34331438,chr15-34330937-34331438,Stable,Opening,Stable,21,Rpl30,109067,,,,,,,,,,
19,8871364,8871865,chr19-8871364-8871865,Stable,Stable,Stable,27,Ahnak,117419,,,,,,,,,,
3,145614568,145615069,chr3-145614568-145615069,Stable,Stable,Stable,27,Ddah1,143606,,,,,,,,,,
4,116720608,116721282,chr4-116720608-116721282,Stable,Opening,Stable,21,Mutyh,86441,,,Nasp,-119556,,,,,,
11,6605010,6605511,chr11-6605010-6605511,Stable,Opening,Stable,21,H2afv,-177781,,,,,,,,,,
2,154454499,154455000,chr2-154454499-154455000,Stable,Stable,Stable,27,E2f1,104407,,,,,,,,,,
19,42587627,42588128,chr19-42587627-42588128,Stable,Stable,Stable,27,Loxl4,5854,,,,,,,,,,
16,85528224,85528725,chr16-85528224-85528725,Stable,Stable,Stable,27,Gm6278,115527,,,,,,,,,,
5,110486618,110487119,chr5-110486618-110487119,Stable,Opening,Stable,21,Pole,-200312,,,,,,,,,,
15,73707014,73707515,chr15-73707014-73707515,Stable,Stable,Stable,27,Gpr20,-12410,,,,,,,,,,
6,51469812,51470313,chr6-51469812-51470313,Stable,Opening,Stable,21,Hnrnpa2b1,-8880,,,,,,,,,,
2,154791579,154792080,chr2-154791579-154792080,Stable,Opening,Stable,21,E2f1,-232172,,,,,,,,,,
13,32769859,32770360,chr13-32769859-32770360,Stable,Closing,Stable,24,Serpinb1a,71732,,,,,,,,,,
11,6267553,6268054,chr11-6267553-6268054,Stable,Opening,Stable,21,H2afv,159175,,,,,,,,,,
8,80610629,80611706,chr8-80610629-80611706,Stable,Stable,Stable,27,Gab1,152732,,,,,,,,,,
18,56684646,56685147,chr18-56684646-56685147,Stable,Closing,Stable,24,Lmnb1,22666,,,,,,,,,,
2,151964132,151964633,chr2-151964132-151964633,Stable,Stable,Stable,27,Fam110a,4765,,,,,,,,,,
14,8038971,8039472,chr14-8038971-8039472,Stable,Stable,Stable,27,Flnb,-221014,,,,,,,,,,
10,17795998,17796666,chr10-17795998-17796666,Stable,Stable,Stable,27,Abracl,214594,,,,,,,,,,
7,116336213,116336714,chr7-116336213-116336714,Stable,Stable,Stable,27,Rps13,-4708,,,,,,,,,,
1,163671318,163671819,chr1-163671318-163671819,Stable,Closing,Stable,24,Kifap3,107764,,,,,,,,,,
6,128362328,128362829,chr6-128362328-128362829,Stable,Stable,Stable,27,Foxm1,138,,,,,,,,,,
6,22315806,22316307,chr6-22315806-22316307,Stable,Stable,Stable,27,Wnt16,-27579,,,,,,,,,,
6,135011337,135011838,chr6-135011337-135011838,Stable,Opening,Stable,21,Gprc5a,53813,,,Hebp1,125684,,,,,,
2,85123272,85124143,chr2-85123272-85124143,Stable,Opening,Stable,21,Slc43a3,-186693,,,,,,,,,,
17,27623402,27623903,chr17-27623402-27623903,Stable,Stable,Stable,27,Rps10,6515,,,,,,,,,,
5,149183912,149184873,chr5-149183912-149184873,Stable,Opening,Stable,21,Medag,226876,,,,,,,,,,
2,85060594,85061095,chr2-85060594-85061095,Stable,Stable,Stable,27,Slc43a3,-124015,,,,,,,,,,
10,93432492,93432993,chr10-93432492-93432993,Stable,Stable,Stable,27,Snrpf,150036,,,,,,,,,,
15,83166598,83167099,chr15-83166598-83167099,Stable,Closing,Stable,24,A4galt,59623,,,,,,,,,,
4,119245470,119245971,chr4-119245470-119245971,Stable,Stable,Stable,27,Ppih,54039,,,,,,,,,,
9,7984275,7985105,chr9-7984275-7985105,Stable,Stable,Stable,27,Yap1,-52276,,,Birc3,-135576,,,,,,
17,28006685,28007885,chr17-28006685-28007885,Stable,Stable,Stable,27,Scube3,134256,,,Def6,199893,,,,,,
6,86526177,86527175,chr6-86526177-86527175,Stable,Opening,Stable,21,Snrpg,-154873,,,,,,,,,,
2,35234913,35235414,chr2-35234913-35235414,Stable,Stable,Stable,27,Ggta1,164765,,,,,,,,,,
3,59262330,59263130,chr3-59262330-59263130,Stable,Opening,Stable,21,Igsf10,53605,,,,,,,,,,
2,127270130,127270631,chr2-127270130-127270631,Stable,Stable,Stable,27,Ncaph,-166321,,,Blvra,-199465,,,,,,
9,31030038,31030999,chr9-31030038-31030999,Stable,Stable,Stable,27,St14,58403,,,,,,,,,,
1,163994618,163995119,chr1-163994618-163995119,Stable,Opening,Stable,21,BC055324,-48625,,,Kifap3,-215035,,,,,,
19,47463774,47464275,chr19-47463774-47464275,Stable,Stable,Stable,27,Sh3pxd2a,-203600,,,,,,,,,,
11,117809523,117810024,chr11-117809523-117810024,Stable,Stable,Stable,27,Tk1,5502,,,,,,,,,,
9,66918777,66919278,chr9-66918777-66919278,Stable,Stable,Stable,27,Tpm1,103312,,,,,,,,,,
15,100909419,100910233,chr15-100909419-100910233,Stable,Stable,Stable,27,Cela1,-234998,,,,,,,,,,
16,4508590,4509091,chr16-4508590-4509091,Stable,Opening,Stable,21,Nmral1,200968,,,,,,,,,,
13,32668049,32668550,chr13-32668049-32668550,Stable,Stable,Stable,27,Serpinb1a,173542,,,,,,,,,,
2,172348497,172348998,chr2-172348497-172348998,Stable,Stable,Stable,27,Aurka,7192,,,Tfap2c,200595,,,,,,
4,57202597,57203098,chr4-57202597-57203098,Stable,Stable,Stable,27,Pakap,231149,,,,,,,,,,
16,23272351,23272852,chr16-23272351-23272852,Stable,Stable,Stable,27,Kng1,-214486,,,,,,,,,,
15,102065604,102066105,chr15-102065604-102066105,Stable,Stable,Stable,27,Eif4b,7668,,,Espl1,230161,,,,,,
9,114781481,114781982,chr9-114781481-114781982,Stable,Closing,Stable,24,Cmtm7,-24645,,,,,,,,,,
10,119902725,119903226,chr10-119902725-119903226,Stable,Closing,Stable,24,Helb,180382,,,,,,,,,,
4,117210458,117211280,chr4-117210458-117211280,Stable,Stable,Stable,27,Kif2c,-50819,,,,,,,,,,
9,123021033,123021534,chr9-123021033-123021534,Stable,Stable,Stable,27,Kif15,-69987,,,,,,,,,,
2,69109411,69110101,chr2-69109411-69110101,Stable,Stable,Stable,27,Spc25,83794,,,,,,,,,,
8,111468564,111469426,chr8-111468564-111469426,Stable,Closing,Stable,24,Rfwd3,-197620,,,,,,,,,,
11,102447403,102447904,chr11-102447403-102447904,Stable,Opening,Stable,21,BC030867,-198521,,,,,,,,,,
13,33078171,33078672,chr13-33078171-33078672,Stable,Stable,Stable,27,Serpinb1a,-236079,,,,,,,,,,
8,111027463,111027964,chr8-111027463-111027964,Stable,Stable,Stable,27,Rfwd3,242980,,,,,,,,,,
18,34840381,34840882,chr18-34840381-34840882,Stable,Stable,Stable,27,Cdc25c,-107388,,,,,,,,,,
7,112326845,112327346,chr7-112326845-112327346,Stable,Stable,Stable,27,Mical2,-100989,,,,,,,,,,
4,106232429,106232930,chr4-106232429-106232930,Stable,Opening,Stable,21,Pcsk9,209399,,,,,,,,,,
18,12925682,12926183,chr18-12925682-12926183,Stable,Stable,Stable,27,Osbpl1a,-170368,,,,,,,,,,
15,31472914,31473415,chr15-31472914-31473415,Stable,Closing,Stable,24,Dap,-248600,,,,,,,,,,
10,128376641,128377142,chr10-128376641-128377142,Stable,Stable,Stable,27,Ankrd52,0,,,Esyt1,132823,Timeless,-144576,Rpl41,170972,Rbms2,-245083
2,60747562,60748063,chr2-60747562-60748063,Stable,Stable,Stable,27,Rbms1,2130,,,,,,,,,,
4,11947925,11948426,chr4-11947925-11948426,Stable,Stable,Stable,27,Cdh17,-189778,,,,,,,,,,
16,38458369,38458870,chr16-38458369-38458870,Stable,Closing,Stable,24,Cd80,-2808,,,Arhgap31,139470,,,,,,
4,134704158,134704659,chr4-134704158-134704659,Stable,Stable,Stable,27,Aunip,-193159,,,,,,,,,,
6,125164887,125165388,chr6-125164887-125165388,Stable,Stable,Stable,27,Ncapd2,2619,,,,,,,,,,
7,45054045,45054546,chr7-45054045-45054546,Stable,Stable,Stable,27,Rps11,67833,,,Rpl13a,71012,,,,,,
17,28207498,28207999,chr17-28207498-28207999,Stable,Closing,Stable,24,Def6,0,,,Scube3,-65357,Rpl10a,120472,,,,
2,180024618,180025119,chr2-180024618-180025119,Stable,Opening,Stable,21,Rps21,232258,,,,,,,,,,
3,107688173,107688674,chr3-107688173-107688674,Stable,Stable,Stable,27,Alx3,-93142,,,,,,,,,,
4,119121194,119121695,chr4-119121194-119121695,Stable,Closing,Stable,24,Ppih,178315,,,,,,,,,,
2,118903061,118903786,chr2-118903061-118903786,Stable,Opening,Stable,21,Knstrn,-89058,,,,,,,,,,
5,149514038,149514664,chr5-149514038-149514664,Stable,Closing,Stable,24,Medag,-102289,,,,,,,,,,
8,105387854,105388355,chr8-105387854-105388355,Stable,Closing,Stable,24,Fhod1,-58691,,,,,,,,,,
9,67270679,67271180,chr9-67270679-67271180,Stable,Closing,Stable,24,Tpm1,-248089,,,,,,,,,,
19,46014462,46014963,chr19-46014462-46014963,Stable,Stable,Stable,27,Ldb1,16607,,,,,,,,,,
9,114527047,114527548,chr9-114527047-114527548,Stable,Closing,Stable,24,Cmtm7,229288,,,,,,,,,,
12,83328857,83329358,chr12-83328857-83329358,Stable,Stable,Stable,27,Dcaf4,191108,,,,,,,,,,
9,122950658,122951159,chr9-122950658-122951159,Stable,Stable,Stable,27,Kif15,0,,,,,,,,,,
4,43884367,43884868,chr4-43884367-43884868,Stable,Stable,Stable,27,Glipr2,72533,,,,,,,,,,
1,20820076,20820577,chr1-20820076-20820577,Stable,Opening,Stable,21,Mcm3,-17108,,,,,,,,,,
6,72344808,72345309,chr6-72344808-72345309,Stable,Opening,Stable,21,Capg,199082,,,,,,,,,,
9,75916083,75916584,chr9-75916083-75916584,Stable,Stable,Stable,27,Bmp5,-140719,,,,,,,,,,
5,134352575,134353076,chr5-134352575-134353076,Stable,Stable,Stable,27,Rfc2,228290,,,,,,,,,,
7,98404006,98404507,chr7-98404006-98404507,Stable,Opening,Stable,21,Lrrc32,84776,,,,,,,,,,
18,12505258,12505759,chr18-12505258-12505759,Stable,Stable,Stable,27,Osbpl1a,249555,,,,,,,,,,
15,34582808,34583309,chr15-34582808-34583309,Stable,Closing,Stable,24,Rpl30,-142303,,,,,,,,,,
8,70139065,70139789,chr8-70139065-70139789,Stable,Opening,Stable,21,Homer3,143038,,,,,,,,,,
7,37916729,37917316,chr7-37916729-37917316,Stable,Opening,Stable,21,Ccne1,180668,,,,,,,,,,
8,120339676,120340177,chr8-120339676-120340177,Stable,Stable,Stable,27,Gins2,238456,,,,,,,,,,
12,113041523,113042024,chr12-113041523-113042024,Stable,Opening,Stable,21,Tedc1,114397,,,Cdca4,-221294,,,,,,
1,120197134,120197635,chr1-120197134-120197635,Stable,Stable,Stable,27,Tmem37,-129757,,,,,,,,,,
12,17431114,17432099,chr12-17431114-17432099,Opening,Stable,Stable,9,Pdia6,-164569,,,,,,,,,,
4,116877881,116878818,chr4-116877881-116878818,Stable,Opening,Stable,21,Mutyh,-70158,,,,,,,,,,
17,35813074,35813575,chr17-35813074-35813575,Stable,Closing,Stable,24,Tubb5,20346,,,Nrm,47743,,,,,,
10,76634018,76634519,chr10-76634018-76634519,Stable,Stable,Stable,27,Lss,-102430,,,,,,,,,,
13,90933193,90933694,chr13-90933193-90933694,Stable,Stable,Stable,27,Rps23,-10235,,,,,,,,,,
6,4030873,4031374,chr6-4030873-4031374,Stable,Stable,Stable,27,Tfpi2,-68278,,,,,,,,,,
4,46650117,46650618,chr4-46650117-46650618,Stable,Stable,Stable,27,Tbc1d2,-45727,,,,,,,,,,
10,61272007,61272979,chr10-61272007-61272979,Stable,Closing,Stable,24,Adamts14,-74895,,,,,,,,,,
2,131352130,131353178,chr2-131352130-131353178,Stable,Opening,Stable,21,Hspa12b,-224850,,,,,,,,,,
9,107906517,107907018,chr9-107906517-107907018,Stable,Stable,Stable,27,Traip,43118,,,Uba7,68487,,,,,,
16,93883598,93884099,chr16-93883598-93884099,Stable,Stable,Stable,27,Chaf1b,0,,,,,,,,,,
10,39291043,39291544,chr10-39291043-39291544,Stable,Stable,Stable,27,Gm6477,-92505,,,,,,,,,,
1,20748545,20749046,chr1-20748545-20749046,Stable,Closing,Stable,24,Mcm3,53922,,,,,,,,,,
4,145585075,145585576,chr4-145585075-145585576,Stable,Closing,Stable,24,Gm13212,0,,,,,,,,,,
10,90771411,90772167,chr10-90771411-90772167,Stable,Stable,Stable,27,Apaf1,217144,,,,,,,,,,
18,69782030,69782822,chr18-69782030-69782822,Stable,Closing,Stable,24,Ccdc68,142604,,,,,,,,,,
16,85772057,85772558,chr16-85772057-85772558,Stable,Closing,Stable,24,Adamts1,21269,,,Gm6278,-127805,,,,,,
17,28485992,28486493,chr17-28485992-28486493,Stable,Stable,Stable,27,Rpl10a,-157521,,,,,,,,,,
11,59635990,59636491,chr11-59635990-59636491,Stable,Stable,Stable,27,Mprip,24814,,,,,,,,,,
16,33979846,33980347,chr16-33979846-33980347,Stable,Closing,Stable,24,Umps,-25064,,,,,,,,,,
14,18270900,18271401,chr14-18270900-18271401,Stable,Stable,Stable,27,Rpl15,-3077,,,,,,,,,,
3,89960411,89960912,chr3-89960411-89960912,Stable,Stable,Stable,27,Tpm3,111737,,,,,,,,,,
18,69701362,69701863,chr18-69701362-69701863,Stable,Stable,Stable,27,Ccdc68,223563,,,,,,,,,,
19,53329573,53330197,chr19-53329573-53330197,Stable,Stable,Stable,27,Add3,-189130,,,,,,,,,,
8,105269507,105270008,chr8-105269507-105270008,Stable,Stable,Stable,27,Fhod1,59155,,,,,,,,,,
4,117278356,117278857,chr4-117278356-117278857,Stable,Stable,Stable,27,Kif2c,-118717,,,,,,,,,,
9,63980164,63980665,chr9-63980164-63980665,Stable,Closing,Stable,24,Rpl4,192710,,,,,,,,,,
6,125009221,125010208,chr6-125009221-125010208,Stable,Opening,Stable,21,Ncapd2,157799,,,Cdca3,-179674,,,,,,
11,115603539,115604317,chr11-115603539-115604317,Stable,Stable,Stable,27,Nup85,-39105,,,,,,,,,,
4,152153754,152154255,chr4-152153754-152154255,Stable,Stable,Stable,27,Rpl22,171487,,,,,,,,,,
2,118510341,118510842,chr2-118510341-118510842,Stable,Opening,Stable,21,Bub1b,87369,,,,,,,,,,
1,34396262,34396763,chr1-34396262-34396763,Stable,Stable,Stable,27,Gm3052,18287,,,,,,,,,,
1,58652471,58652972,chr1-58652471-58652972,Stable,Stable,Stable,27,Casp8,142402,,,,,,,,,,
4,43441997,43442498,chr4-43441997-43442498,Stable,Opening,Stable,21,Tln1,89021,,,,,,,,,,
17,24849994,24850495,chr17-24849994-24850495,Stable,Stable,Stable,27,Jpt2,86924,,,Rps2,-131878,,,,,,
4,152184427,152185540,chr4-152184427-152185540,Stable,Stable,Stable,27,Rpl22,140202,,,,,,,,,,
17,12992323,12992824,chr17-12992323-12992824,Stable,Stable,Stable,27,Gm7162,-172504,,,,,,,,,,
5,64355466,64355967,chr5-64355466-64355967,Stable,Stable,Stable,27,Tbc1d1,-199161,,,,,,,,,,
12,17176216,17176717,chr12-17176216-17176717,Stable,Stable,Stable,27,Pdia6,89828,,,,,,,,,,
16,89844538,89845148,chr16-89844538-89845148,Stable,Stable,Stable,27,Tiam1,-57427,,,,,,,,,,
14,7826385,7826886,chr14-7826385-7826886,Stable,Stable,Stable,27,Flnb,-8428,,,,,,,,,,
15,51924819,51925320,chr15-51924819-51925320,Stable,Stable,Stable,27,Eif3h,-138261,,,,,,,,,,
6,125330872,125331373,chr6-125330872-125331373,Stable,Stable,Stable,27,Ncapd2,-162865,,,,,,,,,,
17,56074773,56075274,chr17-56074773-56075274,Stable,Opening,Stable,21,Plin3,202202,,,,,,,,,,
5,122284240,122285389,chr5-122284240-122285389,Stable,Opening,Stable,21,Hvcn1,-77436,,,,,,,,,,
11,100758894,100759395,chr11-100758894-100759395,Stable,Opening,Stable,21,Cavin1,197338,,,,,,,,,,
3,54447873,54448374,chr3-54447873-54448374,Stable,Stable,Stable,27,Postn,-86764,,,,,,,,,,
1,107528482,107528983,chr1-107528482-107528983,Stable,Closing,Stable,24,Serpinb7,-128827,,,,,,,,,,
17,27203454,27204717,chr17-27203454-27204717,Stable,Stable,Stable,27,Itpr3,-146150,,,,,,,,,,
18,69820047,69820816,chr18-69820047-69820816,Stable,Stable,Stable,27,Ccdc68,104610,,,,,,,,,,
15,73455915,73456416,chr15-73455915-73456416,Stable,Opening,Stable,21,Gpr20,238188,,,,,,,,,,
13,108158387,108159101,chr13-108158387-108159101,Stable,Stable,Stable,27,Depdc1b,157231,,,,,,,,,,
6,48785701,48786202,chr6-48785701-48786202,Stable,Stable,Stable,27,Tmem176a,54717,,,,,,,,,,
4,134535027,134535528,chr4-134535027-134535528,Stable,Stable,Stable,27,Aunip,-24028,,,,,,,,,,
19,8802147,8802648,chr19-8802147-8802648,Stable,Stable,Stable,27,Ahnak,186636,,,,,,,,,,
4,132533305,132533806,chr4-132533305-132533806,Stable,Stable,Stable,27,Phactr4,-177382,,,Rpa2,234526,,,,,,
3,107680756,107681836,chr3-107680756-107681836,Stable,Stable,Stable,27,Alx3,-85725,,,,,,,,,,
15,31207285,31207786,chr15-31207285-31207786,Stable,Opening,Stable,21,Dap,16528,,,,,,,,,,
12,8859517,8860018,chr12-8859517-8860018,Stable,Stable,Stable,27,Sdc1,-88194,,,,,,,,,,
17,24251194,24251695,chr17-24251194-24251695,Stable,Opening,Stable,21,Ccnf,-28996,,,,,,,,,,
2,84454956,84455655,chr2-84454956-84455655,Stable,Opening,Stable,21,Tfpi,-22101,,,Selenoh,213560,,,,,,
3,108389155,108389656,chr3-108389155-108389656,Stable,Stable,Stable,27,Psrc1,-5316,,,,,,,,,,
2,35621713,35622568,chr2-35621713-35622568,Stable,Stable,Stable,27,Ggta1,-221534,,,,,,,,,,
5,33018284,33019251,chr5-33018284-33019251,Stable,Opening,Stable,21,Spon2,178933,,,,,,,,,,
2,36202031,36202532,chr2-36202031-36202532,Stable,Stable,Stable,27,Ptgs1,27894,,,Lhx6,-120078,,,,,,
17,56162167,56162668,chr17-56162167-56162668,Stable,Stable,Stable,27,Plin3,114808,,,,,,,,,,
1,107187451,107187952,chr1-107187451-107187952,Stable,Closing,Stable,24,Serpinb7,211703,,,,,,,,,,
8,85037836,85038337,chr8-85037836-85038337,Stable,Stable,Stable,27,Fbxw9,21718,,,,,,,,,,
19,5609436,5609937,chr19-5609436-5609937,Stable,Opening,Stable,21,Efemp2,-135482,,,,,,,,,,
9,56995353,56995854,chr9-56995353-56995854,Stable,Stable,Stable,27,Man2c1,134836,,,,,,,,,,
4,152274462,152275211,chr4-152274462-152275211,Stable,Stable,Stable,27,Rpl22,50531,,,,,,,,,,
4,116507478,116507979,chr4-116507478-116507979,Stable,Opening,Stable,21,Nasp,93073,,,,,,,,,,
2,60818601,60819102,chr2-60818601-60819102,Stable,Stable,Stable,27,Rbms1,-68408,,,,,,,,,,
17,34313495,34313996,chr17-34313495-34313996,Stable,Stable,Stable,27,H2-Eb1,-7628,,,Psmb8,-115774,,,,,,
5,134512010,134512511,chr5-134512010-134512511,Stable,Stable,Stable,27,Rfc2,68855,,,,,,,,,,
11,100962343,100962844,chr11-100962343-100962844,Stable,Stable,Stable,27,Cavin1,-5610,,,,,,,,,,
9,21752327,21752828,chr9-21752327-21752828,Stable,Stable,Stable,27,Spc24,2614,,,,,,,,,,
3,107829500,107830001,chr3-107829500-107830001,Stable,Stable,Stable,27,Gstm2,151701,,,Alx3,-234469,,,,,,
6,135279160,135280014,chr6-135279160-135280014,Stable,Stable,Stable,27,Hebp1,-141638,,,Gprc5a,-213509,,,,,,
16,13667852,13668353,chr16-13667852-13668353,Stable,Stable,Stable,27,Pdxdc1,164795,,,,,,,,,,
6,34443722,34444223,chr6-34443722-34444223,Stable,Stable,Stable,27,Akr1b8,-89603,,,,,,,,,,
8,104413000,104413501,chr8-104413000-104413501,Stable,Closing,Stable,24,Cmtm3,-73590,,,,,,,,,,
17,90088163,90088664,chr17-90088163-90088664,Stable,Stable,Stable,27,Gm10184,-179701,,,,,,,,,,
14,7658617,7659335,chr14-7658617-7659335,Stable,Stable,Stable,27,Flnb,158622,,,,,,,,,,
5,64155935,64156436,chr5-64155935-64156436,Stable,Stable,Stable,27,Tbc1d1,0,,,,,,,,,,
8,75071553,75072054,chr8-75071553-75072054,Stable,Opening,Stable,21,Mcm5,37515,,,,,,,,,,
7,141221662,141222163,chr7-141221662-141222163,Stable,Stable,Stable,27,Rplp2,225207,,,,,,,,,,
1,183047133,183048101,chr1-183047133-183048101,Stable,Stable,Stable,27,Aida,248489,,,,,,,,,,
6,16920070,16920571,chr6-16920070-16920571,Stable,Closing,Stable,24,Tes,144578,,,,,,,,,,
3,104864357,104865124,chr3-104864357-104865124,Stable,Opening,Stable,21,Mov10,-69521,,,,,,,,,,
13,60744029,60744530,chr13-60744029-60744530,Stable,Opening,Stable,21,Gm48583,-102239,,,Ctla2a,189625,,,,,,
18,61482219,61482720,chr18-61482219-61482720,Stable,Stable,Stable,27,Ppargc1b,-184083,,,,,,,,,,
7,24546754,24547255,chr7-24546754-24547255,Stable,Stable,Stable,27,Xrcc1,-465,,,,,,,,,,
8,84011078,84011579,chr8-84011078-84011579,Stable,Opening,Stable,21,Asf1b,-55571,,,,,,,,,,
5,63993779,63994280,chr5-63993779-63994280,Stable,Stable,Stable,27,Tbc1d1,162025,,,,,,,,,,
